id,Year,Title,Abstract
J515,2019,What evidence is available to support the development of a regional specialist neurorehabilitation outreach service,"Background The WHO recognises several specialist rehabilitation provision models; in-patient, outpatient and outreach. Intensive early neurorehabilitation is required after severe Acquired Brain Injury (ABI), usually necessitating in-patient care. In the UK, children receiving specialist neurorehabilitation often remain in-patients for long periods because of the lack of appropriate out-of-hospital provision. Aims To explore feasibility and funding implications of developing a regional specialist neurorehabilitation outreach service to facilitate earlier discharge. Methods Analysis of data on children receiving in-patient neurorehabilitation at a paediatric Regional Neuroscience Centre (RNSC), 2014-2018. Information concerning therapy provision was obtained from Trust Clinical Information System Suite (CISS). Patient dependency and rehabilitation complexity was assessed by Rehabilitation Complexity Scale-Extended (RCS-E), scored by multi-disciplinary team (MDT) at weekly meetings over 15 months. For modelling purposes, a specialist neurorehabilitation outreach tariff equating to 50% in-patient tariff was assumed. Data analysis was undertaken by linear programming model (XpressIveÃƒâ€šÃ‚Â©) and Discrete-Even Simulation (Simul8 Ãƒâ€šÃ‚Â©).Various eligibility criteria for outreach provision were modelled: 1) needing >=1 therapies<3 times/week; 2) Total RCS-E score <9,<11 or<13; 3) Therapy Dependency (TD) +Therapy Intensity (TI) components of RCS-E <5. Results 156 children received neurorehabilitation as in-patients over 4 years. Mean age=7.34 years (range 0.1-17). 66 (55%) were male, 53 (45%) female. 84% had ABI, others acquired spinal injury, acute polyneuropathy or somatisation disorders. 52% lived >40 miles from RNSC, 47%>60 min' drive away. 49% were inpatients 1-28 days; 34%, 29-84 days; 18, 85-168 days; 6,>168 days. Patients showed significant functional improvements between admission to neurorehabilitation and discharge (p<0.001). Modelling suggests 14 outreach centres, including RNSC, would be required to permit 78% patients to access specialist neurorehabilitation <30 mins drive from home; 10 centres would permit 92% to access neurorehabilitation <45 min' drive away; 8 centres would permit 96% to access neurorehabilitation <60 min' drive away. Calculations assuming outreach tariff=50% in-patient tariff, and various RCS data models, suggest annual cost savings ranging from 53,424-166,950; calculations based on CISS data, suggest average savings of 1 05 596 per year (range 98,500-113,526). Conclusion Modelling supports the feasibility and affordability of specialist neurorehabilitation outreach provision, although efficacy remains uncertain."
J520,2019,The budget impact of early dose optimisation with golimumab in ulcerative colitis in the UK,"Background: The PURSUIT study found that ulcerative colitis patients who were non-responders (based on full Mayo score) to subcutaneous golimumab treatment at Week 6 may benefit from receiving a dose of 100 mg golimumab from Week 6 onwards, with 28% of non-responders at Week 6 becoming responders by Week 14. The aim of this study was to assess the budget implications of optimising a patient's dose at Week 6 compared with other first-line therapies as per current clinical practice Methods: A decision tree model was designed to follow a patient's response to first-line treatment and to track a patient's progression through subsequent line of therapy. The budget impact model only considered drug costs from the perspective of the UK NHS. In total three lines of therapy were covered by the decision tree over a 1 year time horizon. Patients could have first-line treatment with one of the three treatment strategies; golimumab (current treatment practice), golimumab (dose optimisation based on the PURSUIT trial) and adalimumab. Within each of the comparator treatments dose escalation was considered, based on the median time to escalation and proportion of patients receiving dose escalation. Subsequent therapy for golimumab patients was adalimumab and patients who received adalimumab as a first-line therapy received golimumab as a second-line therapy. Response rates, time to loss of response and treatment costs were taken from published data sources. The cost of golimumab was equal between 50 mg pack and 100 mg pack. The model used assumption for second-line response rates; this has been tested in sensitivity analysis. Result(s): The use of dose optimisation for golimumab does not increase expenditure of drug costs compared with golimumab (single dose) with a cost saving of 42 per patient per year. When comparing dose optimisation for golimumab to adalimumab, golimumab was cost saving over 1 year of treatment with cost saving of 2138 per patient. The number of patients in a response health state was similar across all three treatments (47.7%, 47.6% and 45% for golimumab (single dose), golimumab (dose optimisation) and adalimumab, respectively. Conclusion(s): The implementation of dose optimisation at Week 6 for golimumab was cost saving compared with golimumab (current treatment practice) or adalimumab. The analysis highlights the need for immediate implementation of the updated GLM label in clinical practice for potentially more cost savings."
J536,2019,Context-Specific Economic Evaluation for Molecular Pathology Tests: An Application in Colorectal Cancer in the West of Scotland,"Objectives The cost-effectiveness of molecular pathology testing is highly context dependent. The field is fast-moving, and national health technology assessment may not be relevant or timely for local decision makers. This study illustrates a method of context-specific economic evaluation that can be carried out in a limited timescale without extensive resources.Methods We established a multi-disciplinary group including an oncologist, pathologists and a health economist. We set out diagnostic and treatment pathways and costs using registry data, health technology assessments, guidelines, audit data, and estimates from the group. Sensitivity analysis varied input parameters across plausible ranges. The evaluation setting was the West of Scotland and UK NHS perspective was adopted. The evaluation was assessed against the AdHopHTA checklist for hospital-based health technology assessment.Results A context-specific economic evaluation could be carried out on a timely basis using limited resources. The evaluation met all relevant criteria in the AdHopHTA checklist. Health outcomes were expected to be at least equal to the current strategy. Annual cost savings of 637,000 were estimated resulting primarily from a reduction in the proportion of patients receiving intravenous infusional chemotherapy regimens. The result was not sensitive to any parameter. The data driving the main cost saving came from a small clinical audit. We recommended this finding was confirmed in a larger population.Conclusions The method could be used to evaluate testing changes elsewhere. The results of the case study may be transferable to other jurisdictions where the organization of cancer services is fragmented. Copyright Ãƒâ€šÃ‚Â© 2019 Cambridge University Press."
J556,2019,Low Back and Radicular Pain Including Symptomatic Spinal Stenosis,"Back pain is the largest single cause of disability in the UK, with lower back pain alone accounting for 11% of the total disability of the UK population. Currently there is enormous geographical variation in the pathways, costs and outcomes of patients with back pain. Despite existing evidence there are a significant number of treatments with low clinical value still in use. The NHS England Trauma Programme of Care Board selected Low Back Pain and Radicular Pain as a pathfinder project in 2013. A clinical group of 30 stakeholder representatives worked collaboratively to produce an agreed, seamless pathway, extending from first contact in primary care through to secondary care and specialist services. This pathway was updated in 2017 following the publication of NICE NG59 and is endorsed in the 2019 GIRFT report. The National Back and Radicular Pain Pathway (NBRPP) is recognised as the commissioning pathway of choice for CCG's. Implementation of the NBRPP is currently being driven through Right Care and GIRFT. National Back and Radicular Pain Pathway. Where implemented, evaluation of the pathway provides evidence that the NBRPP results in substantial cost saving through reducing; admissions for back pain (with or without radicular pain), therapeutic injections for back pain, readmissions and spinal fusions for back pain. This session will use case studies to explore the recommended pathway of care for people with: * Back pain who are at risk of persisting disability * Severe radicular pain, best managed with injection or surgery * Symptomatic spinal stenosis which can be managed conservatively.."
J557,2019,Pns408 How Is the English Nhs Prescription Drugs Budget Spent,"Objectives: In Financial Year (FY) 2018/19, NHS England (NHSE) spent 7.9 billion on prescription drugs prescribed by GPs to their patients. This is 2.7% less than FY 2017/18. This study investigated drivers of this trend at regional and drug-class levels on a risk-adjusted basis and projected the results over a five year time period. Method(s): Publicly available data was used. Prescription drug and population data published by the NHS were used to derive the per person per month costs. The prescription drug risk-adjustment factors were based on those used in the NHS funding allocation formula. Prescription drug cost and activity trends were analysed at a drug-class (BNF chapter) and regional level. Regions were defined by sustainability and transformation plan (STP) area. Risk-adjustment helped determine what cost we would 'expect' based on each STP's risk profile compared to the English average. Costs were projected over a five-year period under various scenarios, using expected changes in population size and structure published by the NHS. Result(s): The reduction in expenditure is driven by a combination of lower average costs (3.83% decrease) and lower levels of activity (0.92% decrease). These decreases in total cost are slightly offset by the 1.19% increase in the English population size. The research highlights particular BNF chapters and STP regions that are driving these trends as well as how STP regions' experience compares to the English average on a risk-adjusted basis. The projection model shows that prescription drug costs can be expected to decrease by 3.6% p.a. over the next five years if historical trends persist. Conclusion(s): The insights provided by this research can help stakeholders with experience analysis and planning by identifying cost and activity drivers on a population risk-adjusted basis as well as having a view of how demand may develop over the projection period. Copyright Ãƒâ€šÃ‚Â© 2019"
J590,2019,Lost cost savings to the NHS in England due to the delayed entry of multiple generic low-dose transdermal buprenorphine: A case scenario analysis,"Objective: Originator pharmaceutical companies prolonging the patent of a medicine prevents rivals' entry to the market and competition. As the entry of generic alternatives usually results in price reduction, any delay in their entry potentially deprives the National Health Service (NHS) of much-needed savings. This study estimates the potential cost savings lost to the NHS as a result of delayed entry of generic low-dose buprenorphine (LDTB) patches in England. Design(s): Two case scenarios were modelled to determine the savings from the entry of generic LDTB Butec only between February and August 2016 and the potential savings which could have been achieved if all generic LDTB patches had entered the market at the same time. Setting(s): The volume of utilisation of branded and generic LDTB in UK primary care was derived from the NHS business services authority website for prescriptions dispensed between February 2015 and January 2018. Main Outcome Measure(s): Cost savings associated with the entry of generic LDTB. Result(s): The cumulative cost savings from the introduction of Butec alone was 0.7 ($0.92) million. The model predicted that if all generic buprenorphine entered the market at the same time with Butec, they could have been achieved a 1.2 ($1.57) million saving. This means that approximately 0.5 ($0.65) million savings was lost to the NHS over the 6-month time period. Conclusion(s): The entry of Butec was associated with cost savings. We estimated that more cost savings could have been achieved if other generic LDTB patches had entered the market at the same time to drive competition between rivals. Patent protection strategies which delayed the entry of multiple generics were responsible for the reduced cost savings to the NHS in England. Copyright Ãƒâ€šÃ‚Â© 2019 Author(s)."
J2895,2021,"How to save a small fortune! Improving the quality, clinical and cost effectiveness of oral nutritional supplement (ONS) prescribing in NHS Scotland","Introduction : In 2016 work began to accelerate transformational change for high quality, clinically and cost-effective patient care and oral nutritional supplement (ONS) prescribing in line with the Scottish Government's Quality Ambitions and Once for Scotland vision. Method(s): Sustained development has been enabled through an inter-professional Short Life Working Group (SLWG) and continued collaboration between the Scottish Dietetic Prescribing Support Group, Dietetic Leadership Network and Effective Prescribing & Therapeutics branch (Scottish Government). Result(s): All 14 NHS Boards in Scotland are progressing with implementing the SLWG's 12 key recommendations, published 2018. Key results: 1. Current data (2019) indicates improvement to the appropriateness of ONS prescribing; annual Scottish % variance ONS volume use (+3.8% 2015-16; -4% 2018-19) and cost (16 million 2015-16; 11 million 2018-19). 2. Standardised ONS prescribing data reporting and analysis is now used by all 14 NHS Boards in Scotland to continually drive improvement 3. Formulary variation is being reduced through Scotland wide Best Practice Guidance for Adult ONS Formulary Development 4. Continuous improvement to unwarranted variation in practice and processes has been driven through findings from structured interviews, e-surveys and a focus group. Scotland wide Guidelines for appropriate prescribing of ONS have been published. A Once for Scotland approach is being taken to patient/public information. There are also recommendations for the development of Best Practice Principles for dietitians and pre and post registration dietetic training. 5. New models of care, including the use of Technology Enabled Care, are currently being trialled in several NHS Boards to create transformational change in dietetic practice in line with NHS Scotland priorities Conclusion(s): Inter-professional working and shared learning has unlocked the potential to support improvement to the quality, clinical and cost-effectiveness of patient care and the development of equitable care pathways and health systems across Scotland - and perhaps beyond!."
J2910,2021,Expanding the provision of Intensive Outpatient Programmes ADD TO PS 5,"Intensive day-and home-based treatments are designed to support people diagnosed with severe eating disorders, and those for whom traditional outpatient treatment is not appropriate. They provide increased support compared to traditional outpatient treatment. Unlike inpatient treatment, there is no overnight stay and the patient typically returns home for evenings and weekends. The most common form of intensive outpatient treatment are day treatment programmes (DTPs); these also have the largest evidence-base. However, other models, for example home-based treatments also exist. Day-and home-based treatment programmes typically have the same therapeutic goals and components as inpatient treatment. Treatment goals for both inpatient and intensive day-and home-based treatment programmes tend to include medical stabilisation; weight restoration if needed; the cessation of symptoms such as binge eating and vomiting; the normalisation of eating; therapeutic exploration of underlying factors and the development of coping skills; and the initiation of social and vocational rehabilitation. Intensive outpatient treatment programmes are becoming more common in the treatment of eating disorders. However, a Freedom of Information request in April 2019 found that just a third of UK eating disorder services provide an intensive day-or home-based treatment option which offers the levels of intensity indicated by the evidence as necessary to provide optimum outcomes. Whilst inpatient treatment will always be necessary for the most severe and urgent of cases, it appears that it is being used for a large number of patients who could be treated in the community if appropriate options existed. This is despite intensive day-and home-based treatments having benefits over inpatient treatment. Beat's Recommendations: 1. All NHS commissioners should ensure that evidencebased intensive day-and home-based treatment options are available to meet the needs of all patients with an eating disorder. 2. Eating disorder services should be incentivised to develop and test different models of intensive day-and home-based treatment alongside research to evaluate these, so that the models that deliver the best results can be identified and promoted for adoption nationwide. 3. Investment in new intensive day-and home-based treatment services should be resourced prospectively in recognition of the cost savings which will be achieved from the resulting reduction in inpatient care. 4. Financial savings beyond the costs of setting up and running new intensive services should be re-invested in encouraging and enabling people to seek and start eating disorder treatment at the earliest possible stage in their illness. Why should intensive day- or home-based treatments be considered? Equivalent treatment outcomes Intensive day-and home-based treatments have been found to be effective in the treatment of eating disorders, for both adolescents and adults, with research suggesting that DTPs are at least as effective as inpatient treatment. Hay et al. concluded that there was insufficient evidence for any treatment setting to be viewed as superior in the treatment of eating disorders. Greater treatment acceptability Qualitative accounts of intensive outpatient programmes tend to be positive and highlight that although the treatment is challenging, these models of treatment are helpful and acceptable to patients. When compared to inpatient treatment, experiences tend to refer to the benefits of remaining in the community rather than being on an inpatient unit, for example, being a bit more normal, as well as the increased sustainability around this due to being able to apply the skills they learn to their everyday environment immediately. For example, one patient stated: I much preferred it to being in hospital. It helped me more than being in hospital ever did because as soon as s soon as I came out of hospital I just lost all the weight again. Reduced hospital admissions and/ or length of stay In circumstances where inpatient treatment is needed, intensive day-and ome-based programmes can be utilised to provide a step-down from hospitalisation, thus reducing the length of admission period. In England, inpatient providers with step-down services have been found to have a significantly lower average length of stay. Similarly, intensive day-and home-based treatment can also be used as a step-up from standard outpatient treatment and can avoid the need for an inpatient admission. For example, Serrano et al. found that the year following the introduction of a Spanish DTP for adolescents with eating disorders, the average length of stay for those in inpatient treatment was reduced from 30 days to 21 days, and 70% of patients who participated in the DTP avoided an inpatient admission completely. Lower cost In addition to allowing patients to stay at home or return to their home environment quicker, avoiding or reducing inpatient admission time also has the benefit of reducing the overall cost of treatment. South London and Maudsley NHS Trust report that 87,000 can be saved per young person, for admission to an intensive treatment programme rather than an inpatient unit. These savings are due to a difference in average treatment duration, with fewer days in treatment necessary when the young person attends the intensive treatment programme (38 days compared to 196 days in an inpatient unit). Similarly, Munro and colleagues and demonstrated the potential cost-savings of providing an intensive outpatient treatment programme. Following the expansion of their ANITT service in 2011, the total annual cost of caring for patients with severe anorexia nervosa had fallen from 2008 (prior to service expansion) by 391,656. This was attributed to a reduction in the number and duration of admissions. Increased family empowerment Families commonly feel disempowered when the sufferer is admitted to an inpatient unit, often reporting that they should have been able to prevent it. They also report feelings of anxiety about how they will manage once the sufferer returns home. Traditionally parents may be invited to review meetings or to a weekly family therapy session, however the inpatient unit staff will be the decision makers. Therefore, when the sufferer returns home, carers are ill-equipped to offer the best support. Although inpatient units are shifting towards adopting a more familybased approach, supporting the family to help the sufferer in the community is likely to remain more empowering."
J6299,2025,Economic evaluation of non-invasive test pathways for high-risk metabolic dysfunction-associated steatotic liver disease (MASLD) in the United Kingdom (UK),"Introduction and Objectives: Non-invasive tests (NITs) identifying high-risk MASLD in primary care is suggested but, these strategies cost-effectiveness remain uncertain in the United Kingdom (UK). Material(s) and Method(s): A cost-utility/budget impact model was developed for cost-effectiveness evaluation of two screening strategies (1) FIB-4 followed by Enhanced Liver Fibrosis (ELF) (FIB-4/ELF); (2) FIB-4 followed by Transient Elastography (FIB-4/TE) compared to standard of care (SoC). A cohort of primary care MASLD patients with an advanced fibrosis prevalence of 4.20 % was simulated. A decision tree classified patients as true positives, false positives, true negatives, or false negatives based on NIT diagnostic accuracy, followed by a 3-year Markov model to estimate costs and quality-adjusted life years (QALYs). The model included 11 health states: MASLD, fibrosis stages (F0-F3), cirrhosis, decompensated cirrhosis, liver transplant, and death. Costs came from the National Tariff, National Schedule of Costs and Personal Social Services Research Unit. Result(s): SoC had a false diagnosis rate of 36.26 %, while FIB-4 with ELF or TE reduced false positive rates to 23.20 % and 20.91 %, respectively. Compared to 112,807 unnecessary hepatology referrals under SoC, FIB-4/ELF or FIB-4/TE reduced unnecessary referrals by 38,031 (33.71 %) and 45,767 (40.57 %), respectively. Both strategies demonstrated cost-effectiveness relative to SoC with total cost per patient of GBP 983.37 for FIB-4/TE, GBP 993.15 for FIB-4/ELF compared to SoC, GBP 1,014.15. Conclusion(s): Sequential NIT screening strategies, combining FIB-4 with ELF or TE, are cost-saving, reduce unnecessary hepatology referrals, and offer an efficient (improve outcomes and reduce healthcare costs) approach for managing high-risk MASLD in UK primary care. Copyright Ãƒâ€šÃ‚Â© 2025 Fundacion Clinica Medica Sur, A.C."
